,As,Cs,Gs,Ns,Ts,coverage,majorbases,position
665,48,7,40,0,7857,7952,7857,665
666,26,22,34,0,7882,7964,7882,666
667,7828,67,32,0,15,7942,7828,667
668,25,15,27,0,7911,7978,7911,668
669,39,38,7870,0,18,7967,7870,669
670,42,28,7887,0,14,7971,7887,670
671,58,14,7884,0,18,7974,7884,671
672,7822,72,12,0,68,7974,7822,672
673,108,7845,13,0,27,7994,7845,673
674,24,28,7918,0,21,7991,7918,674
675,59,37,42,0,7848,7987,7848,675
676,15,11,7892,0,46,7964,7892,676
677,67,22,18,0,7830,7940,7830,677
678,7902,52,19,0,10,7986,7902,678
679,114,7681,107,0,16,7926,7681,679
680,149,7715,96,0,16,7979,7715,680
681,7820,78,68,0,13,7980,7820,681
682,151,7725,51,0,44,7978,7725,682
683,189,7706,64,0,12,7971,7706,683
684,7784,87,43,0,72,7986,7784,684
685,111,7725,119,0,17,7972,7725,685
686,7749,100,76,0,35,7962,7749,686
687,68,15,7848,0,29,7973,7848,687
688,123,58,7717,0,70,7968,7717,688
689,7745,128,73,0,27,7973,7745,689
690,90,27,7817,0,26,7964,7817,690
691,7773,117,16,0,18,7926,7773,691
692,7450,96,332,0,81,7973,7450,692
693,333,7411,105,0,43,7908,7411,693
694,7463,144,72,0,268,7947,7463,694
695,87,7617,204,0,35,7946,7617,695
696,7363,162,338,0,81,7944,7363,696
697,66,15,7791,0,30,7904,7791,697
698,7560,127,27,0,166,7892,7560,698
699,7616,169,58,0,54,7897,7616,699
700,58,65,7736,0,74,7934,7736,700
701,7496,169,202,0,64,7931,7496,701
702,57,21,7833,0,14,7925,7833,702
703,7571,169,139,0,57,7947,7571,703
704,7564,82,186,0,51,7886,7564,704
705,7638,93,105,0,83,7919,7638,705
706,7457,99,306,0,23,7885,7457,706
707,7650,79,172,0,20,7921,7650,707
708,7740,93,80,0,23,7936,7740,708
709,47,38,7832,0,46,7964,7832,709
710,7706,95,59,0,65,7928,7706,710
711,63,34,106,0,7685,7935,7685,711
712,116,7643,114,0,55,7930,7643,712
713,7504,52,255,0,148,7971,7504,713
714,69,41,7799,0,45,7955,7799,714
715,209,121,91,0,7528,7951,7528,715
716,177,78,7705,0,7,7970,7705,716
717,166,36,7614,0,95,7912,7614,717
718,320,7278,224,0,92,7915,7278,718
719,7492,175,181,0,88,7937,7492,719
720,153,7458,166,0,26,7942,7458,720
721,118,110,93,0,7599,7964,7599,721
722,168,7716,38,0,27,7978,7716,722
723,28,12,7890,0,7,7938,7890,723
724,205,25,133,0,7578,7954,7578,724
725,121,17,235,0,7579,7965,7579,725
726,171,7613,124,0,54,7964,7613,726
727,146,7462,288,0,66,7967,7462,727
728,7607,91,61,0,211,7975,7607,728
729,86,7763,111,0,14,7975,7763,729
730,7627,72,253,0,11,7963,7627,730
731,51,11,24,0,7883,7969,7883,731
732,31,57,7863,0,20,7975,7863,732
733,97,49,29,0,7810,7986,7810,733
734,29,58,7886,0,8,7984,7886,734
735,35,8,7886,0,37,7966,7886,735
736,58,6,7885,0,17,7966,7885,736
737,7770,112,39,0,36,7968,7770,737
738,7822,107,24,0,15,7971,7822,738
739,203,18,32,0,7686,7964,7686,739
740,39,33,7868,0,12,7975,7868,740
741,213,24,7702,0,21,7960,7702,741
742,58,17,7889,0,16,7980,7889,742
743,7717,71,28,0,137,7958,7717,743
744,137,7629,185,0,15,7973,7629,744
745,99,35,68,0,7753,7964,7753,745
746,149,24,7758,0,11,7968,7758,746
747,109,18,7769,0,39,7946,7769,747
748,7762,135,22,0,37,7958,7762,748
749,134,32,7713,0,61,7954,7713,749
750,7643,121,46,0,82,7896,7643,750
751,139,7457,191,0,123,7923,7457,751
752,7569,148,148,0,59,7930,7569,752
753,121,7466,169,0,165,7948,7466,753
754,34,41,7871,0,10,7956,7871,754
755,7613,87,57,0,173,7930,7613,755
756,7672,92,96,0,87,7947,7672,756
757,158,7370,356,0,63,7947,7370,757
758,192,68,252,0,7432,7953,7432,758
759,26,18,7914,0,11,7969,7914,759
760,7626,200,106,0,19,7953,7626,760
761,7724,95,140,0,12,7971,7724,761
762,7644,86,37,0,178,7945,7644,762
763,129,7482,340,0,8,7960,7482,763
764,7654,79,153,0,10,7897,7654,764
765,53,107,204,0,7582,7962,7582,765
766,116,118,7643,0,61,7961,7643,766
767,58,26,7711,0,178,7975,7711,767
768,7633,162,28,0,125,7949,7633,768
769,199,130,298,0,7316,7961,7316,769
770,214,114,7584,0,20,7955,7584,770
771,146,34,243,0,7519,7956,7519,771
772,187,7549,187,0,38,7962,7549,772
773,7390,126,346,0,81,7964,7390,773
774,182,22,175,0,7572,7952,7572,774
775,210,7488,209,0,43,7968,7488,775
776,7453,89,295,0,127,7971,7453,776
777,47,19,7892,0,13,7971,7892,777
778,7528,120,68,0,210,7967,7528,778
779,7658,112,138,0,68,7977,7658,779
780,178,101,7608,0,83,7973,7608,780
781,242,140,7531,0,53,7967,7531,781
782,194,81,7506,0,169,7952,7506,782
783,177,27,7631,0,122,7959,7631,783
784,261,7243,50,0,394,7952,7243,784
785,308,7246,375,0,42,7975,7246,785
786,64,34,287,0,7556,7971,7556,786
787,118,88,7745,0,17,7971,7745,787
788,78,19,7735,0,126,7959,7735,788
789,7700,104,102,0,22,7943,7700,789
790,7656,75,164,0,65,7963,7656,790
791,7700,93,89,0,48,7936,7700,791
792,167,7321,354,0,103,7956,7321,792
793,7625,144,153,0,29,7957,7625,793
794,95,80,119,0,7592,7975,7592,794
795,60,80,7748,0,51,7943,7748,795
796,170,7406,127,0,210,7939,7406,796
797,206,7372,244,0,124,7949,7372,797
798,213,7431,110,0,190,7949,7431,798
799,7597,186,144,0,25,7956,7597,799
800,71,32,7815,0,50,7971,7815,800
801,7566,146,86,0,133,7932,7566,801
802,92,24,7758,0,74,7949,7758,802
803,7590,167,70,0,96,7926,7590,803
804,7683,118,104,0,39,7944,7683,804
805,56,38,163,0,7636,7894,7636,805
806,82,44,103,0,7716,7945,7716,806
807,55,21,7825,0,44,7946,7825,807
808,7769,86,46,0,33,7937,7769,808
809,7799,64,63,0,23,7949,7799,809
810,7749,81,33,0,84,7947,7749,810
811,159,7703,41,0,37,7943,7703,811
812,45,27,71,0,7789,7933,7789,812
813,41,33,26,0,7878,7979,7878,813
814,48,15,7851,0,32,7947,7851,814
815,45,13,7848,0,54,7960,7848,815
816,7752,108,33,0,32,7925,7752,816
817,71,30,72,0,7795,7968,7795,817
818,124,7786,31,0,17,7958,7786,818
819,32,7,52,0,7858,7949,7858,819
820,26,45,40,0,7812,7923,7812,820
821,59,24,7847,0,32,7962,7847,821
822,7867,65,40,0,11,7985,7867,822
823,67,22,7872,0,17,7980,7872,823
824,7853,80,22,0,24,7979,7853,824
825,90,7846,40,0,10,7986,7846,825
826,7862,63,33,0,9,7967,7862,826
827,29,17,23,0,7918,7987,7918,827
828,89,7854,28,0,21,7992,7854,828
829,154,7775,31,0,34,7994,7775,829
830,7879,78,14,0,16,7988,7879,830
831,70,29,7881,0,14,7996,7881,831
832,47,19,7893,0,31,7990,7893,832
833,126,7781,47,0,22,7980,7781,833
834,38,16,42,0,7887,7987,7887,834
835,51,13,36,0,7895,7995,7895,835
836,22,21,34,0,7913,7990,7913,836
837,7841,95,24,0,28,7990,7841,837
838,91,7776,66,0,21,7978,7776,838
839,85,7800,42,0,19,7946,7800,839
840,7824,57,68,0,21,7972,7824,840
841,62,19,87,0,7811,7981,7811,841
842,7840,100,22,0,16,7978,7840,842
843,7770,82,29,0,71,7952,7770,843
844,51,69,51,0,7809,7981,7809,844
845,58,32,7857,0,30,7979,7857,845
846,49,13,7877,0,34,7975,7877,846
847,166,7743,30,0,46,7988,7743,847
848,7805,114,39,0,18,7982,7805,848
849,66,34,7852,0,32,7985,7852,849
850,185,7668,87,0,33,7979,7668,850
851,7702,166,72,0,27,7976,7702,851
852,7802,92,61,0,22,7977,7802,852
853,54,12,57,0,7850,7974,7850,853
854,153,7754,32,0,35,7977,7754,854
855,122,7682,103,0,55,7985,7682,855
856,55,76,47,0,7777,7979,7777,856
857,50,33,7850,0,45,7980,7850,857
858,121,28,7777,0,38,7970,7777,858
859,161,7531,182,0,33,7966,7531,859
860,7633,111,75,0,16,7960,7633,860
861,138,24,166,0,7522,7976,7522,861
862,7797,83,43,0,30,7964,7797,862
863,170,7374,351,0,65,7967,7374,863
864,7702,135,120,0,15,7978,7702,864
865,134,7324,266,0,227,7973,7324,865
866,154,7653,114,0,38,7960,7653,866
867,7366,159,388,0,39,7955,7366,867
868,96,29,210,0,7623,7960,7623,868
869,7637,194,120,0,24,7976,7637,869
870,209,24,7710,0,26,7971,7710,870
871,51,33,7829,0,53,7967,7829,871
872,7695,138,80,0,45,7962,7695,872
873,7416,107,255,0,170,7972,7416,873
874,286,7585,65,0,23,7983,7585,874
875,68,44,7824,0,20,7978,7824,875
876,7283,154,183,0,307,7953,7283,876
877,306,7369,144,0,122,7961,7369,877
878,7330,229,342,0,46,7947,7330,878
879,150,7036,469,0,304,7973,7036,879
880,7346,186,367,0,31,7944,7346,880
881,65,47,148,0,7646,7982,7646,881
882,348,284,152,0,7117,7971,7117,882
883,36,37,477,0,7419,7970,7419,883
884,154,7260,464,0,88,7970,7260,884
885,204,7101,605,0,49,7959,7101,885
886,7573,125,235,0,13,7956,7573,886
887,7623,107,114,0,96,7945,7623,887
888,7738,117,98,0,11,7969,7738,888
889,153,48,7692,0,43,7957,7692,889
890,7612,216,62,0,55,7945,7612,890
891,92,59,7711,0,73,7939,7711,891
892,360,7020,123,0,370,7893,7020,892
893,151,7014,482,0,271,7925,7014,893
894,141,7145,287,0,350,7923,7145,894
895,386,96,328,0,7139,7950,7139,895
896,51,20,7831,0,36,7938,7831,896
897,7452,183,112,0,155,7903,7452,897
898,390,25,172,0,7296,7886,7296,898
899,104,213,406,0,7179,7903,7179,899
900,307,23,165,0,7408,7903,7408,900
901,130,109,356,0,7314,7909,7314,901
902,172,7452,249,0,67,7941,7452,902
903,7359,119,409,0,29,7916,7359,903
904,151,20,100,0,7641,7913,7641,904
905,128,7507,194,0,56,7888,7507,905
906,151,20,399,0,7340,7910,7340,906
907,84,77,109,0,7643,7918,7643,907
908,7467,130,175,0,145,7931,7467,908
909,120,7289,407,0,125,7942,7289,909
910,171,37,385,0,7379,7973,7379,910
911,98,22,7800,0,58,7984,7800,911
912,7652,119,127,0,57,7958,7652,912
913,314,7269,245,0,102,7936,7269,913
914,7635,140,139,0,43,7958,7635,914
915,81,25,7802,0,63,7973,7802,915
916,255,7369,217,0,100,7943,7369,916
917,104,47,127,0,7633,7956,7633,917
918,88,61,7680,0,114,7943,7680,918
919,125,28,80,0,7689,7925,7689,919
920,316,7488,102,0,55,7962,7488,920
921,36,58,7824,0,31,7950,7824,921
922,209,7399,186,0,146,7947,7399,922
923,63,76,140,0,7668,7953,7668,923
924,118,7584,76,0,154,7945,7584,924
925,111,7368,252,0,193,7947,7368,925
926,64,49,150,0,7665,7957,7665,926
927,58,33,223,0,7634,7950,7634,927
928,141,7441,184,0,196,7965,7441,928
929,7630,109,127,0,77,7969,7630,929
930,7513,102,222,0,114,7978,7513,930
931,70,81,209,0,7592,7974,7592,931
932,34,36,7861,0,49,7981,7861,932
933,7605,98,175,0,91,7971,7605,933
934,349,7442,127,0,47,7982,7442,934
935,7764,90,48,0,63,7975,7764,935
936,7417,112,305,0,135,7977,7417,936
937,323,57,36,0,7540,7972,7540,937
938,69,37,7780,0,92,7978,7780,938
939,100,7592,101,0,176,7971,7592,939
940,48,16,7815,0,101,7980,7815,940
941,40,19,44,0,7822,7965,7822,941
942,135,231,25,0,7534,7967,7534,942
943,113,18,7722,0,110,7967,7722,943
944,135,7422,127,0,257,7955,7422,944
945,7441,150,249,0,129,7970,7441,945
946,31,24,81,0,7822,7959,7822,946
947,7632,237,34,0,67,7971,7632,947
948,51,59,7818,0,32,7961,7818,948
949,46,36,7828,0,46,7965,7828,949
950,7508,135,199,0,64,7942,7508,950
951,7679,107,64,0,69,7925,7679,951
952,166,21,226,0,7514,7932,7514,952
953,7728,95,52,0,65,7948,7728,953
954,24,25,170,0,7719,7944,7719,954
955,245,7611,50,0,28,7942,7611,955
956,7528,92,292,0,24,7941,7528,956
957,7584,79,83,0,196,7942,7584,957
958,7567,143,190,0,61,7961,7567,958
959,35,14,81,0,7810,7963,7810,959
960,7764,121,27,0,39,7952,7764,960
961,50,24,7855,0,32,7963,7855,961
962,7650,195,81,0,49,7977,7650,962
963,83,21,7737,0,75,7958,7737,963
964,7551,206,24,0,127,7921,7551,964
965,113,7313,319,0,157,7920,7313,965
966,246,60,250,0,7384,7957,7384,966
967,34,79,197,0,7647,7957,7647,967
968,19,208,82,0,7661,7971,7661,968
969,27,39,7843,0,47,7959,7843,969
970,84,48,172,0,7631,7960,7631,970
971,7711,99,99,0,32,7972,7711,971
972,132,17,7783,0,23,7955,7783,972
973,7644,104,141,0,59,7952,7644,973
974,7692,136,56,0,80,7965,7692,974
975,161,78,7691,0,31,7963,7691,975
976,272,163,7449,0,73,7957,7449,976
977,139,47,7678,0,82,7946,7678,977
978,103,85,7629,0,135,7956,7629,978
979,112,79,172,0,7569,7940,7569,979
980,65,86,268,0,7550,7971,7550,980
981,61,112,86,0,7700,7960,7700,981
982,246,7459,160,0,80,7954,7459,982
983,7480,147,209,0,105,7942,7480,983
984,76,29,7786,0,56,7948,7786,984
985,60,28,7749,0,102,7942,7749,985
986,7637,126,53,0,119,7945,7637,986
987,98,16,7801,0,56,7971,7801,987
988,105,38,7774,0,42,7965,7774,988
989,7634,82,97,0,132,7953,7634,989
990,7742,140,31,0,34,7947,7742,990
991,99,37,7775,0,56,7968,7775,991
992,161,7560,132,0,80,7940,7560,992
993,96,92,67,0,7677,7938,7677,993
994,40,136,7753,0,47,7976,7753,994
995,68,30,7688,0,166,7952,7688,995
996,161,10,7701,0,55,7927,7701,996
997,227,45,83,0,7572,7928,7572,997
998,191,168,137,0,7454,7950,7454,998
999,70,44,7813,0,21,7948,7813,999
1000,7688,9,181,0,56,7934,7688,1000
1001,266,7536,111,0,44,7958,7536,1001
1002,7771,62,96,0,9,7938,7771,1002
1003,90,27,199,0,7629,7945,7629,1003
1004,7756,150,34,0,8,7949,7756,1004
1005,76,23,7816,0,38,7954,7816,1005
1006,55,40,44,0,7732,7927,7732,1006
1007,75,7705,124,0,38,7966,7705,1007
1008,13,6,169,0,7774,7964,7774,1008
1009,71,19,15,0,7845,7951,7845,1009
1010,7796,110,67,0,9,7983,7796,1010
1011,30,4,7909,0,24,7968,7909,1011
1012,7792,55,40,0,76,7964,7792,1012
1013,7724,41,122,0,64,7951,7724,1013
1014,104,7738,40,0,86,7968,7738,1014
1015,7845,53,21,0,57,7977,7845,1015
1016,15,46,143,0,7763,7967,7763,1016
1017,24,7,7920,0,23,7974,7920,1017
1018,26,8,7913,0,28,7975,7913,1018
1019,7829,64,20,0,51,7964,7829,1019
1020,7835,88,28,0,14,7965,7835,1020
1021,98,11,7816,0,25,7951,7816,1021
1022,85,7758,88,0,27,7960,7758,1022
1023,85,19,26,0,7853,7986,7853,1023
1024,13,25,7940,0,14,7995,7940,1024
1025,46,19,23,0,7890,7978,7890,1025
1026,13,26,7935,0,13,7987,7935,1026
1027,51,21,42,0,7858,7972,7858,1027
1028,23,5,7944,0,10,7982,7944,1028
1029,7872,51,22,0,33,7978,7872,1029
1030,72,7813,37,0,67,7989,7813,1030
1031,19,59,7873,0,15,7971,7873,1031
1032,7800,52,11,0,101,7969,7800,1032
1033,111,7793,24,0,17,7988,7793,1033
1034,33,7,7866,0,17,7923,7866,1034
1035,7771,100,69,0,29,7969,7771,1035
1036,41,20,78,0,7851,7990,7851,1036
1037,53,181,7713,0,22,7969,7713,1037
1038,48,16,7877,0,24,7965,7877,1038
1039,313,7364,220,0,48,7947,7364,1039
1040,7835,46,45,0,17,7954,7835,1040
1041,7818,67,65,0,13,7969,7818,1041
1042,7740,77,148,0,15,7981,7740,1042
1043,7798,68,90,0,16,7972,7798,1043
1044,7753,76,92,0,50,7971,7753,1044
1045,7730,101,115,0,36,7982,7730,1045
1046,103,7683,119,0,70,7975,7683,1046
1047,7784,43,85,0,30,7943,7784,1047
1048,7534,79,303,0,45,7962,7534,1048
1049,7678,119,114,0,59,7971,7678,1049
1050,83,7531,116,0,241,7974,7531,1050
1051,212,7588,83,0,31,7960,7588,1051
1052,7749,48,97,0,36,7977,7749,1052
1053,7795,43,128,0,20,7986,7795,1053
1054,145,7528,279,0,25,7978,7528,1054
1055,7768,77,69,0,29,7943,7768,1055
1056,20,13,249,0,7692,7976,7692,1056
1057,94,321,63,0,7504,7984,7504,1057
1058,25,14,7919,0,16,7976,7919,1058
1059,47,62,7743,0,108,7960,7743,1059
1060,7665,129,126,0,29,7949,7665,1060
1061,75,22,71,0,7787,7960,7787,1061
1062,81,227,111,0,7547,7968,7547,1062
1063,43,17,240,0,7670,7970,7670,1063
1064,59,83,100,0,7730,7972,7730,1064
1065,35,27,7889,0,22,7973,7889,1065
1066,7608,74,80,0,180,7942,7608,1066
1067,7721,69,60,0,110,7960,7721,1067
1068,120,7585,204,0,34,7955,7585,1068
1069,97,11,223,0,7634,7975,7634,1069
1070,39,30,7881,0,26,7976,7881,1070
1071,7740,82,102,0,32,7958,7740,1071
1072,249,15,59,0,7642,7969,7642,1072
1073,7819,76,52,0,8,7968,7819,1073
1074,7725,60,159,0,23,7968,7725,1074
1075,7746,74,125,0,36,7981,7746,1075
1076,7706,101,112,0,59,7978,7706,1076
1077,7683,104,99,0,79,7965,7683,1077
1078,126,7670,102,0,65,7966,7670,1078
1079,7753,53,73,0,70,7951,7753,1079
1080,63,10,7885,0,13,7972,7885,1080
1081,7707,56,40,0,123,7970,7707,1081
1082,7739,91,70,0,67,7968,7739,1082
1083,77,75,7713,0,96,7963,7713,1083
1084,134,7643,125,0,43,7948,7643,1084
1085,241,7489,190,0,46,7968,7489,1085
1086,7766,42,108,0,20,7938,7766,1086
1087,7820,54,53,0,12,7939,7820,1087
1088,7790,91,40,0,22,7943,7790,1088
1089,124,7672,149,0,14,7960,7672,1089
1090,7863,36,64,0,3,7968,7863,1090
1091,7630,167,127,0,45,7972,7630,1091
1092,175,7654,22,0,88,7942,7654,1092
1093,161,7565,173,0,22,7929,7565,1093
1094,155,39,56,0,7680,7937,7680,1094
1095,95,49,7736,0,17,7937,7736,1095
1096,170,7631,52,0,37,7934,7631,1096
1097,236,7445,171,0,40,7936,7445,1097
1098,7574,103,73,0,153,7912,7574,1098
1099,164,7596,96,0,47,7904,7596,1099
1100,41,61,27,0,7799,7929,7799,1100
1101,95,7673,199,0,13,7980,7673,1101
1102,32,11,150,0,7752,7951,7752,1102
1103,7816,56,56,0,16,7950,7816,1103
1104,7659,98,165,0,25,7952,7659,1104
1105,45,10,7877,0,9,7942,7877,1105
1106,118,11,7804,0,21,7959,7804,1106
1107,7794,72,81,0,25,7978,7794,1107
1108,7777,156,24,0,11,7968,7777,1108
1109,177,24,7710,0,26,7937,7710,1109
1110,166,40,150,0,7582,7939,7582,1110
1111,7807,106,32,0,22,7967,7807,1111
1112,109,7651,207,0,14,7981,7651,1112
1113,33,25,54,0,7844,7962,7844,1113
1114,30,10,7869,0,24,7937,7869,1114
1115,119,32,25,0,7768,7951,7768,1115
1116,7888,38,34,0,7,7968,7888,1116
1117,78,13,146,0,7700,7939,7700,1117
1118,7841,53,49,0,2,7945,7841,1118
1119,189,16,7685,0,81,7971,7685,1119
1120,7784,104,17,0,25,7937,7784,1120
1121,47,18,7873,0,29,7968,7873,1121
1122,80,33,7802,0,34,7949,7802,1122
1123,197,7580,106,0,54,7952,7580,1123
1124,7812,79,43,0,19,7953,7812,1124
1125,7714,67,147,0,20,7948,7714,1125
1126,7843,71,30,0,10,7954,7843,1126
1127,116,29,7766,0,59,7970,7766,1127
1128,140,7737,58,0,19,7955,7737,1128
1129,50,43,85,0,7759,7958,7759,1129
1130,57,27,7861,0,22,7967,7861,1130
1131,7765,58,42,0,91,7958,7765,1131
1132,196,7637,52,0,42,7965,7637,1132
1133,223,7260,385,0,23,7953,7260,1133
1134,7707,44,114,0,35,7962,7707,1134
1135,7510,64,115,0,290,7980,7510,1135
1136,110,7654,148,0,60,7974,7654,1136
1137,7506,116,326,0,28,7976,7506,1137
1138,116,7306,442,0,99,7963,7306,1138
1139,7712,133,118,0,4,7976,7712,1139
1140,7625,64,200,0,90,7979,7625,1140
1141,151,7353,454,0,13,7971,7353,1141
1142,7755,85,97,0,31,7970,7755,1142
1143,7652,68,213,0,45,7979,7652,1143
1144,289,7396,245,0,40,7970,7396,1144
1145,7729,77,152,0,12,7971,7729,1145
1146,51,11,7818,0,88,7969,7818,1146
1147,7623,259,40,0,30,7952,7623,1147
1148,148,12,408,0,7362,7945,7362,1148
1149,45,34,28,0,7840,7948,7840,1149
1150,140,7604,198,0,10,7953,7604,1150
1151,78,44,161,0,7658,7941,7658,1151
1152,249,7555,14,0,114,7932,7555,1152
1153,22,9,7902,0,14,7947,7902,1153
1154,183,7427,189,0,125,7929,7427,1154
1155,229,30,140,0,7522,7923,7522,1155
1156,70,39,7739,0,61,7915,7739,1156
1157,163,7493,195,0,70,7930,7493,1157
1158,184,7424,264,0,60,7936,7424,1158
1159,177,7495,231,0,31,7950,7495,1159
1160,7809,61,63,0,5,7954,7809,1160
1161,7750,61,73,0,75,7959,7750,1161
1162,152,7558,233,0,22,7965,7558,1162
1163,7746,83,107,0,40,7976,7746,1163
1164,127,7561,176,0,54,7958,7561,1164
1165,7638,103,157,0,37,7938,7638,1165
1166,7640,75,105,0,137,7957,7640,1166
1167,112,48,7740,0,13,7972,7740,1167
1168,145,24,7675,0,113,7958,7675,1168
1169,7796,72,73,0,25,7970,7796,1169
1170,115,20,7812,0,15,7963,7812,1170
1171,7777,75,71,0,30,7953,7777,1171
1172,7610,51,164,0,133,7958,7610,1172
1173,173,7620,72,0,55,7935,7620,1173
1174,268,7439,176,0,69,7958,7439,1174
1175,129,7466,256,0,117,7972,7466,1175
1176,7685,175,83,0,19,7967,7685,1176
1177,97,19,7736,0,106,7970,7736,1177
1178,127,7420,60,0,197,7935,7420,1178
1179,240,7275,344,0,9,7934,7275,1179
1180,90,18,288,0,7494,7961,7494,1180
1181,7801,45,70,0,32,7967,7801,1181
1182,7499,134,176,0,149,7959,7499,1182
1183,7507,202,237,0,5,7952,7507,1183
1184,99,66,244,0,7542,7953,7542,1184
1185,127,45,7761,0,14,7955,7761,1185
1186,7665,69,27,0,182,7958,7665,1186
1187,7798,133,20,0,5,7956,7798,1187
1188,146,42,7761,0,20,7969,7761,1188
1189,7718,62,63,0,86,7929,7718,1189
1190,81,29,7765,0,71,7948,7765,1190
1191,169,7520,35,0,139,7941,7520,1191
1192,7609,108,121,0,100,7946,7609,1192
1193,80,67,7657,0,130,7941,7657,1193
1194,101,121,7624,0,46,7896,7624,1194
1195,7474,73,322,0,45,7929,7474,1195
1196,283,7290,271,0,75,7924,7290,1196
1197,7744,105,62,0,32,7948,7744,1197
1198,7732,87,93,0,34,7947,7732,1198
1199,7344,134,443,0,34,7955,7344,1199
1200,7766,135,41,0,19,7961,7766,1200
1201,49,35,7841,0,15,7941,7841,1201
1202,58,293,7499,0,84,7934,7499,1202
1203,197,99,386,0,7250,7932,7250,1203
1204,75,25,45,0,7814,7959,7814,1204
1205,142,7737,48,0,22,7949,7737,1205
1206,49,14,7876,0,6,7948,7876,1206
1207,81,27,38,0,7781,7930,7781,1207
1208,99,7584,255,0,29,7968,7584,1208
1209,42,27,104,0,7784,7959,7784,1209
1210,39,39,7889,0,9,7976,7889,1210
1211,69,7564,276,0,41,7950,7564,1211
1212,7836,51,65,0,7,7962,7836,1212
1213,7821,71,67,0,8,7967,7821,1213
1214,7834,73,30,0,15,7952,7834,1214
1215,91,7631,217,0,20,7969,7631,1215
1216,7850,84,18,0,26,7978,7850,1216
1217,72,7743,155,0,3,7975,7743,1217
1218,69,62,24,0,7817,7973,7817,1218
1219,100,7748,84,0,45,7977,7748,1219
1220,88,7718,116,0,54,7976,7718,1220
1221,7709,107,94,0,50,7960,7709,1221
1222,41,57,66,0,7790,7972,7790,1222
1223,51,54,7839,0,21,7966,7839,1223
1224,78,12,7843,0,53,7986,7843,1224
1225,178,122,70,0,7613,7985,7613,1225
1226,33,102,7831,0,10,7977,7831,1226
1227,36,17,7885,0,24,7962,7885,1227
1228,7710,113,77,0,52,7954,7710,1228
1229,189,7697,51,0,16,7969,7697,1229
1230,7791,83,81,0,10,7965,7791,1230
1231,26,27,7890,0,35,7978,7890,1231
1232,7780,164,11,0,17,7972,7780,1232
1233,44,8,7911,0,9,7979,7911,1233
1234,33,59,7822,0,51,7968,7822,1234
1235,7673,126,96,0,34,7932,7673,1235
1236,64,33,42,0,7832,7975,7832,1236
1237,215,152,7591,0,16,7983,7591,1237
1238,36,22,7871,0,33,7965,7871,1238
1239,71,32,7828,0,30,7963,7828,1239
1240,169,18,7743,0,12,7947,7743,1240
1241,7704,88,110,0,36,7968,7704,1241
1242,7741,90,112,0,31,7975,7741,1242
1243,7712,116,55,0,96,7980,7712,1243
1244,63,110,191,0,7578,7972,7578,1244
1245,135,89,7739,0,3,7970,7739,1245
1246,77,21,7845,0,26,7969,7845,1246
1247,7621,142,103,0,85,7969,7621,1247
1248,166,84,48,0,7632,7941,7632,1248
1249,69,56,7791,0,49,7974,7791,1249
1250,211,149,105,0,7503,7968,7503,1250
1251,118,60,7780,0,14,7973,7780,1251
1252,33,134,7711,0,82,7961,7711,1252
1253,7578,155,190,0,27,7952,7578,1253
1254,210,43,133,0,7549,7957,7549,1254
1255,59,143,195,0,7540,7954,7540,1255
1256,7570,102,256,0,31,7966,7570,1256
1257,60,27,145,0,7687,7957,7687,1257
1258,128,61,126,0,7653,7976,7653,1258
1259,78,133,167,0,7603,7984,7603,1259
1260,74,25,7852,0,22,7974,7852,1260
1261,59,24,7813,0,64,7961,7813,1261
1262,7574,117,193,0,53,7948,7574,1262
1263,7659,121,102,0,86,7974,7659,1263
1264,7658,113,148,0,57,7976,7658,1264
1265,7580,132,192,0,63,7967,7580,1265
1266,142,57,7767,0,12,7984,7767,1266
1267,105,38,7695,0,119,7957,7695,1267
1268,7643,110,100,0,104,7957,7643,1268
1269,233,83,7578,0,66,7965,7578,1269
1270,177,33,7691,0,59,7963,7691,1270
1271,318,7242,228,0,131,7926,7242,1271
1272,7625,78,238,0,29,7971,7625,1272
1273,80,31,392,0,7457,7962,7457,1273
1274,334,200,67,0,7375,7976,7375,1274
1275,24,30,7903,0,19,7976,7903,1275
1276,102,255,122,0,7490,7972,7490,1276
1277,34,29,7893,0,18,7974,7893,1277
1278,7550,59,62,0,281,7952,7550,1278
1279,226,7505,57,0,168,7957,7505,1279
1280,164,7368,401,0,25,7958,7368,1280
1281,164,24,147,0,7626,7962,7626,1281
1282,53,74,7813,0,11,7951,7813,1282
1283,133,38,104,0,7667,7943,7667,1283
1284,85,49,7765,0,56,7956,7765,1284
1285,197,7375,266,0,67,7920,7375,1285
1286,180,18,214,0,7517,7933,7517,1286
1287,7714,111,67,0,41,7937,7714,1287
1288,152,42,124,0,7597,7922,7597,1288
1289,33,39,7860,0,8,7941,7860,1289
1290,148,21,72,0,7707,7950,7707,1290
1291,86,22,160,0,7671,7941,7671,1291
1292,112,7683,84,0,63,7945,7683,1292
1293,7690,86,75,0,105,7960,7690,1293
